simulation_id,cell_id,taskset_id,taskset_hash,exact_e0,task_id,job_index,release,completion,absolute_deadline,response_time,deadline_miss,first_execution,preemption_count,energy_blocked_ticks,processor_wait_ticks,executed_ticks,eligible_after_warmup,censored,censoring_reason
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,0,0,4,12,61,8,False,4,0,0,0,8,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,0,1,65,73,122,8,False,65,0,0,0,8,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,0,2,126,134,183,8,False,126,0,0,0,8,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,0,3,187,195,244,8,False,187,0,0,0,8,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,0,4,248,256,305,8,False,248,0,0,0,8,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,1,0,13,17,52,4,False,13,0,0,0,4,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,1,1,77,81,116,4,False,77,0,0,0,4,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,1,2,141,145,180,4,False,141,0,0,0,4,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,1,3,205,209,244,4,False,205,0,0,0,4,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,1,4,269,273,308,4,False,269,0,0,0,4,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,2,0,14,17,55,3,False,14,0,0,0,3,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,2,1,82,85,123,3,False,82,0,0,0,3,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,2,2,150,153,191,3,False,150,0,0,0,3,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,2,3,218,221,259,3,False,218,0,0,0,3,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,2,4,286,289,327,3,False,286,0,0,0,3,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,3,0,11,14,33,3,False,11,0,0,0,3,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,3,1,96,99,118,3,False,96,0,0,0,3,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,3,2,181,184,203,3,False,181,0,0,0,3,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,3,3,266,269,288,3,False,266,0,0,0,3,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,4,0,2,20,90,18,False,2,0,0,0,18,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,4,1,91,109,179,18,False,91,0,0,0,18,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,4,2,180,198,268,18,False,180,0,0,0,18,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,4,3,269,287,357,18,False,269,0,0,0,18,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,5,0,20,27,86,7,False,20,0,0,0,7,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,5,1,124,131,190,7,False,124,0,0,0,7,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,5,2,228,235,294,7,False,228,0,0,0,7,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,6,0,29,32,89,3,False,29,0,0,0,3,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,6,1,134,137,194,3,False,134,0,0,0,3,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,6,2,239,242,299,3,False,239,0,0,0,3,True,False,
e70478d4e900326073533bdf446f10ffd666b77000bc1dc478c893169cfcc069,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,7,0,16,21,23,5,False,16,0,0,0,5,True,False,
