simulation_id,cell_id,taskset_id,taskset_hash,exact_e0,task_id,job_index,release,completion,absolute_deadline,response_time,deadline_miss,first_execution,preemption_count,energy_blocked_ticks,processor_wait_ticks,executed_ticks,eligible_after_warmup,censored,censoring_reason
054fb83a9dd74eec37da11e42b8c8674d965dc7c2fe8ce0f8355741a0f5fcbb4,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,0,0,4,12,61,8,False,4,0,0,0,8,True,False,
054fb83a9dd74eec37da11e42b8c8674d965dc7c2fe8ce0f8355741a0f5fcbb4,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,0,1,65,73,122,8,False,65,0,0,0,8,True,False,
054fb83a9dd74eec37da11e42b8c8674d965dc7c2fe8ce0f8355741a0f5fcbb4,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,0,2,126,134,183,8,False,126,0,0,0,8,True,False,
054fb83a9dd74eec37da11e42b8c8674d965dc7c2fe8ce0f8355741a0f5fcbb4,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,0,3,187,195,244,8,False,187,0,0,0,8,True,False,
054fb83a9dd74eec37da11e42b8c8674d965dc7c2fe8ce0f8355741a0f5fcbb4,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,0,4,248,256,305,8,False,248,0,0,0,8,True,False,
054fb83a9dd74eec37da11e42b8c8674d965dc7c2fe8ce0f8355741a0f5fcbb4,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,0,5,309,317,366,8,False,309,0,0,0,8,True,False,
054fb83a9dd74eec37da11e42b8c8674d965dc7c2fe8ce0f8355741a0f5fcbb4,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,0,6,370,378,427,8,False,370,0,0,0,8,True,False,
054fb83a9dd74eec37da11e42b8c8674d965dc7c2fe8ce0f8355741a0f5fcbb4,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,0,7,431,439,488,8,False,431,0,0,0,8,True,False,
054fb83a9dd74eec37da11e42b8c8674d965dc7c2fe8ce0f8355741a0f5fcbb4,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,0,8,492,500,549,8,False,492,0,0,0,8,True,False,
054fb83a9dd74eec37da11e42b8c8674d965dc7c2fe8ce0f8355741a0f5fcbb4,1481d7afaf65916278b43b34ab2be1c1a86210a3d1aa7cf179e81d0e6e09cebe,v93-131fd46ea7-t00000-b9ce38c4b1cc,b9ce38c4b1ccf3d985e9889f533b95385da5788a667ca1dffb2e7cd4562045f1,1,0,9,553,561,610,8,False,553,0,0,0,8,True,False,
