simulation_id,cell_id,taskset_id,taskset_hash,exact_e0,task_id,job_index,release,completion,absolute_deadline,response_time,deadline_miss,first_execution,preemption_count,energy_blocked_ticks,processor_wait_ticks,executed_ticks,eligible_after_warmup,censored,censoring_reason
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,0,0,11,14,52,3,False,11,0,0,0,3,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,0,1,52,55,93,3,False,52,0,0,0,3,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,0,2,93,96,134,3,False,93,0,0,0,3,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,0,3,134,137,175,3,False,134,0,0,0,3,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,0,4,175,178,216,3,False,175,0,0,0,3,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,0,5,216,219,257,3,False,216,0,0,0,3,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,0,6,257,260,298,3,False,257,0,0,0,3,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,0,7,298,301,339,3,False,298,0,0,0,3,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,0,8,339,342,380,3,False,339,0,0,0,3,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,0,9,380,383,421,3,False,380,0,0,0,3,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,0,10,421,424,462,3,False,421,0,0,0,3,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,0,11,462,465,503,3,False,462,0,0,0,3,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,0,12,503,506,544,3,False,503,0,0,0,3,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,0,13,544,547,585,3,False,544,0,0,0,3,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,0,14,585,588,626,3,False,585,0,0,0,3,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,1,0,10,12,77,2,False,10,0,0,0,2,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,1,1,77,79,144,2,False,77,0,0,0,2,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,1,2,144,146,211,2,False,144,0,0,0,2,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,1,3,211,213,278,2,False,211,0,0,0,2,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,1,4,278,280,345,2,False,278,0,0,0,2,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,1,5,345,347,412,2,False,345,0,0,0,2,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,1,6,412,414,479,2,False,412,0,0,0,2,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,1,7,479,481,546,2,False,479,0,0,0,2,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,1,8,546,548,613,2,False,546,0,0,0,2,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,2,0,7,16,84,9,False,7,0,0,0,9,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,2,1,84,93,161,9,False,84,0,0,0,9,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,2,2,161,170,238,9,False,161,0,0,0,9,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,2,3,238,247,315,9,False,238,0,0,0,9,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,2,4,315,324,392,9,False,315,0,0,0,9,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,2,5,392,401,469,9,False,392,0,0,0,9,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,2,6,469,478,546,9,False,469,0,0,0,9,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,2,7,546,555,623,9,False,546,0,0,0,9,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,3,0,15,24,94,9,False,15,0,0,0,9,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,3,1,94,103,173,9,False,94,0,0,0,9,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,3,2,173,182,252,9,False,173,0,0,0,9,True,False,
80c2370aaa17bc62d46800fad5eedb73f6f8ef6de4d3c4ba9c497f319f47cea1,2fa01590a4d229ba51b6172004caa5f71e18b849e569477e7d935b3ad1959e14,v93-5b7dce0b03-t00000-2292118c3dc7,2292118c3dc7677d27da45e2795999e7df9dbbf93513d3e088512e9aec860b10,1,3,3,252,261,331,9,False,252,0,0,0,9,True,False,
